bug_id,is_bug
1042414,True
1042734,True
1045018,False
1046231,True
1047180,True
1047792,False
1049816,False
1052536,False
1053944,True
1054901,False
1055523,False
1055622,False
1055787,False
1055873,True
1056155,False
1057879,False
1058718,True
1058783,False
1060148,False
1063354,False
1067699,False
1068734,False
1070089,False
1071635,True
1071721,True
1072310,False
1072632,True
1072910,False
1074008,False
1074942,False
1075049,True
1076597,True
1079154,False
1079541,False
1080687,True
1083098,True
1083281,False
1083361,False
1083501,False
1083600,False
1086708,False
1087488,True
1088625,False
1088758,False
1090174,True
1090950,True
1091037,False
1092626,True
1092979,False
1093165,False
1097181,True
1097615,False
1100911,True
1101130,True
1101825,False
1102829,False
1106428,False
1106755,True
1107960,False
1108228,True
1111245,True
1111326,True
1111440,False
1111891,True
1113530,True
1113559,True
1113661,True
1116605,True
1117003,True
1117882,True
1118147,False
1120284,False
1120899,True
1121688,False
1123113,False
1123416,False
1124425,False
1124535,True
1124543,True
1124738,True
1125419,True
1126350,True
1126352,True
1126490,True
1127696,True
1129244,True
1129249,False
1129356,True
1131092,True
1131308,False
1132286,False
1132463,True
1132501,False
1132789,True
1133565,False
1134120,True
1134391,True
1134560,True
1134783,True
1135508,True
1135591,True
1137384,False
1137518,False
1137957,True
1138348,False
1138818,False
1140537,True
1141108,True
1141230,False
1142333,False
1142503,False
1143745,False
1144786,False
1144973,True
1146339,True
1146462,True
1146520,False
1146615,False
1147412,False
1147681,True
1147714,True
1147907,True
1147951,False
1148078,False
1148350,True
1148750,False
1149358,True
1150253,True
1151243,False
1151333,True
1151703,False
1151840,True
1153825,False
1153952,True
1154045,True
1154389,True
1154881,True
1155198,True
1156366,True
1156386,False
1157011,True
1157248,True
1157289,False
1157628,False
1159347,False
1161389,True
1162771,True
1162965,True
1164135,True
1164327,True
1164582,False
1164693,False
1166728,False
1166763,False
1167423,False
1167477,False
1167544,True
1167614,False
1167673,False
1168630,True
1168666,True
1168853,False
1168891,True
1171903,True
1172645,False
1172697,True
1172721,True
1173876,False
1173992,False
1174333,False
1174755,True
1175944,True
1176196,False
1176256,False
1176775,False
1177233,True
1177279,False
1178233,True
1179935,False
1180008,False
1180122,False
1180290,True
1180944,False
1181694,True
1181961,True
1182347,False
1182428,False
1182546,False
1183894,True
1184585,False
1184647,True
1186017,False
1186160,True
1186796,False
1186809,False
1187094,False
1187401,False
1187811,False
1188009,True
1188545,False
1189443,True
1189860,True
1191453,False
1191598,True
1192109,True
1192689,True
1193213,True
1193864,True
1195504,False
1197309,False
1198124,False
1199704,True
1199901,True
1200304,False
1201008,True
1201127,False
1201973,True
1202296,True
1203180,False
1203184,False
1204356,True
1205854,True
1206376,True
1206958,False
1207084,True
1209349,False
1209384,True
1210294,False
1211273,True
1211957,True
1214506,True
1214786,True
1215167,False
1215438,True
1215900,True
1216157,True
1216695,False
1217559,True
1218597,True
1218674,False
1219205,False
1219939,True
1220215,True
1220491,False
1220702,True
1222417,False
1222958,True
1223445,True
1224077,True
1225367,True
1226912,True
1227113,False
1227720,True
1228230,True
1229739,True
1229742,True
1230065,True
1230704,True
1230939,True
1231040,True
1231485,False
1233857,True
1235375,False
1235504,True
1235521,False
1235959,True
1236395,True
1236476,True
1237455,True
1237580,False
1238911,True
1238935,True
1239083,False
1239128,False
1239300,True
1239619,True
1239889,True
1240651,False
1241084,True
1241332,False
1242958,True
1242967,False
1243397,True
1243628,True
1244590,False
1245375,False
1245546,True
1245813,True
1245870,True
1246927,True
1248202,True
1248503,True
1249201,False
1249312,True
1250560,True
1250767,False
1250917,False
1251347,True
1252260,False
1252341,False
1252368,False
1252925,False
1253124,True
1253500,True
1253590,True
1254247,False
1254268,True
1254855,False
1254925,True
1255181,False
1256165,True
1256411,False
1256588,False
1257303,True
1257435,True
1257649,True
1257861,True
1259847,False
1260714,True
1261179,True
1262480,False
1263058,True
1263060,True
1263158,True
1264768,False
1265318,False
1265577,True
1266221,True
1266375,True
1266648,True
1267018,True
1268340,False
1268404,False
1268798,False
1269776,True
1270997,True
1271126,True
1271166,False
1271484,False
1271500,False
1272294,True
1272452,False
1272488,False
1272503,False
1273587,False
1273647,False
1274096,True
1274193,False
1274486,True
1274567,False
1274589,False
1274602,True
1274741,True
1275360,False
1275437,False
1276523,True
1277906,True
1277983,False
1278546,False
1278778,False
1279413,True
1281028,False
1282150,False
1282348,False
1283023,False
1284586,True
1285272,False
1286183,True
1286472,False
1287917,False
1288147,False
1288150,True
1288311,False
1291045,False
1292503,True
1293185,True
1293690,True
1294375,True
1295741,False
1296642,True
1488336,False
1488338,False
1488339,True
1488462,True
1488478,True
1488491,False
1488508,False
1488547,False
1488554,False
1488660,True
1488691,True
1488708,True
1488769,True
1488788,False
1488791,True
1488813,False
1488879,True
1488881,False
1488904,False
1488923,False
1488927,True
1488933,False
1489046,False
1489073,True
1489085,True
1489200,False
1489213,False
1489214,True
1489215,True
1489250,True
1489257,True
1489296,False
1489297,False
1489315,True
1489320,True
1489340,False
1489409,False
1489414,True
1489415,True
1489421,False
1489428,True
1489467,True
1489664,False
1489669,False
1489691,True
1489722,True
1489777,True
1489781,True
1489829,True
1489837,False
1489933,False
1489940,True
1489971,True
1489987,True
1489989,False
1489990,True
1489995,False
1489996,False
1490001,True
1490006,True
1490011,True
1490014,True
1490017,True
1490030,False
1490035,False
1490036,False
1490039,True
1490060,False
1490066,True
1490355,False
1490829,False
1490835,False
1490839,False
1490845,True
1490861,True
1490862,True
1490868,True
1490872,False
1490877,False
1490880,True
1490899,True
1491208,True
1491218,True
1491315,False
1491319,True
1491372,False
1491378,False
1491576,False
1491788,False
1492010,False
1493439,False
1493444,False
1493445,False
1493606,False
1499799,False
1505119,False
1505898,False
1515457,False
1515484,False
1515512,False
1515728,False
1516710,False
1516895,True
1518619,False
1518630,False
1518799,False
1518810,True
1518943,True
1518974,True
1519373,False
1519399,True
1519409,False
1519424,False
1519428,True
