bug_id,label
1488307,"task"
1488310,"defect"
1488313,"defect"
1488314,"defect"
1488316,"defect"
1488320,"task"
1488325,"defect"
1488331,"defect"
1488336,"task"
1488338,"task"
1488339,"defect"
1488361,"defect"
1488363,"task"
1488367,"task"
1488369,"task"
1488370,"task"
1488371,"task"
1488372,"task"
1488373,"task"
1488374,"task"
1488375,"task"
1488376,"task"
1488377,"task"
1488378,"task"
1488379,"task"
1488380,"task"
1488381,"task"
1488382,"task"
1488384,"defect"
1488398,"defect"
1488399,"defect"
1488404,"task"
1488462,"defect"
1488506,"enhancement"
1488507,"enhancement"
1488508,"defect"
1488509,"defect"
1488510,"enhancement"
1488513,"enhancement"
1488516,"enhancement"
1488517,"enhancement"
1488524,"enhancement"
1488525,"defect"
1488536,"defect"
1488546,"task"
1488547,"task"
1488554,"task"
1488560,"defect"
1488562,"enhancement"
1488566,"defect"
1488570,"defect"
1488578,"task"
1488580,"defect"
1488582,"task"
1488587,"task"
1488596,"task"
1488606,"defect"
1488613,"task"
1488615,"task"
1488616,"enhancement"
1488617,"enhancement"
1488618,"defect"
1488625,"defect"
1488627,"defect"
1488631,"task"
1488632,"task"
1488635,"task"
1488636,"task"
1488654,"defect"
1488660,"defect"
1488662,"defect"
1488667,"task"
1488669,"defect"
1488679,"defect"
1488683,"defect"
1488687,"task"
1488691,"defect"
1488694,"defect"
1488699,"task"
1488706,"defect"
1488708,"defect"
1488715,"defect"
1488719,"defect"
1488720,"defect"
1488721,"defect"
1488727,"enhancement"
1488730,"enhancement"
1488732,"enhancement"
1488733,"defect"
1488736,"enhancement"
1488738,"task"
1488749,"enhancement"
1488755,"task"
1488758,"task"
1488764,"defect"
1488766,"task"
1488767,"task"
1488769,"defect"
1488771,"defect"
1488772,"task"
1488776,"task"
1488778,"task"
1488779,"enhancement"
1488785,"defect"
1488788,"task"
1488791,"defect"
1488793,"task"
1488798,"defect"
1488800,"task"
1488806,"task"
1488809,"defect"
1488811,"task"
1488813,"task"
1488814,"defect"
1488822,"task"
1488825,"task"
1488831,"defect"
1488835,"defect"
1488841,"task"
1488846,"defect"
1488848,"defect"
1488853,"defect"
1488857,"defect"
1488860,"defect"
1488864,"enhancement"
1488867,"enhancement"
1488872,"enhancement"
1488874,"task"
1488879,"defect"
1488881,"task"
1488883,"defect"
1488885,"defect"
1488891,"task"
1488899,"defect"
1488904,"task"
1488906,"enhancement"
1488908,"defect"
1488914,"enhancement"
1488915,"task"
1488916,"defect"
1488917,"task"
1488918,"enhancement"
1488921,"defect"
1488923,"task"
1488926,"defect"
1488927,"defect"
1488930,"task"
1488932,"defect"
1488933,"task"
1488934,"defect"
1488935,"task"
1488937,"defect"
1489085,"defect"
1489213,"enhancement"
1489214,"defect"
1489250,"defect"
1489257,"defect"
1489315,"defect"
1489383,"defect"
1489520,"defect"
1489530,"defect"
1489531,"task"
1489532,"defect"
1489536,"defect"
1489539,"defect"
1489541,"defect"
1489543,"defect"
1489544,"defect"
1489545,"defect"
1489552,"task"
1489553,"defect"
1489554,"defect"
1489557,"defect"
1489567,"defect"
1489569,"defect"
1489574,"task"
1489579,"defect"
1489581,"defect"
1489590,"task"
1489594,"defect"
1489596,"defect"
1489616,"defect"
1489618,"defect"
1489619,"defect"
1489629,"enhancement"
1489631,"defect"
1489634,"defect"
1489635,"defect"
1489637,"enhancement"
1489638,"task"
1489648,"defect"
1489650,"defect"
1489653,"enhancement"
1489660,"defect"
1489754,"defect"
1489814,"enhancement"
1489853,"defect"
1489876,"defect"
1489904,"defect"
1489925,"enhancement"
1489989,"task"
1489990,"defect"
1489995,"task"
1490001,"defect"
1490006,"defect"
1490027,"defect"
1490128,"task"
1490145,"task"
1490264,"defect"
1490352,"defect"
1490491,"task"
1490508,"defect"
1490562,"defect"
1490729,"task"
1490826,"defect"
1490848,"defect"
1490856,"defect"
1490927,"defect"
1490966,"defect"
1491043,"defect"
1491208,"defect"
1491274,"task"
1491297,"defect"
1491372,"enhancement"
1491560,"task"
1491576,"task"
1491673,"defect"
1491724,"defect"
1491788,"task"
1491997,"defect"
1491999,"defect"
1492010,"task"
1492369,"defect"
1492431,"defect"
1492471,"defect"
1492550,"defect"
1492563,"task"
1492598,"defect"
1492860,"defect"
1493041,"defect"
1493131,"defect"
1493148,"defect"
1493185,"defect"
1493193,"task"
1493249,"enhancement"
1493267,"defect"
1493385,"enhancement"
1493428,"defect"
1493439,"task"
1493444,"task"
1493445,"task"
1493446,"task"
1493554,"defect"
1493606,"task"
1493609,"defect"
1493620,"defect"
1493636,"enhancement"
1493661,"defect"
1493680,"defect"
1493682,"defect"
1493949,"defect"
1493973,"defect"
1494353,"defect"
1494471,"defect"
1494486,"task"
1494575,"defect"
1494587,"defect"
1494729,"defect"
1494744,"defect"
1494900,"defect"
1494957,"defect"
1494972,"defect"
1494998,"defect"
1495212,"defect"
1495295,"defect"
1495369,"defect"
1495452,"defect"
1495454,"defect"
1495596,"defect"
1495612,"task"
1495723,"defect"
1495805,"task"
1495855,"task"
1495856,"enhancement"
1495861,"task"
1495890,"task"
1495907,"defect"
1495985,"defect"
1496022,"defect"
1496044,"defect"
1496059,"task"
1496075,"enhancement"
1496078,"defect"
1496246,"task"
1496322,"defect"
1496380,"defect"
1496492,"defect"
1496587,"defect"
1496671,"task"
1496731,"defect"
1496861,"defect"
1497220,"defect"
1497326,"defect"
1497509,"defect"
1497521,"defect"
1497549,"enhancement"
1497550,"enhancement"
1497551,"defect"
1497561,"defect"
1497728,"task"
1497739,"defect"
1497835,"defect"
1497897,"defect"
1497917,"task"
1497950,"defect"
1497996,"task"
1498175,"task"
1498219,"defect"
1498230,"defect"
1498232,"defect"
1498236,"defect"
1498451,"task"
1498486,"defect"
1498492,"task"
1498498,"defect"
1498503,"defect"
1498555,"task"
1498565,"defect"
1498577,"defect"
1498715,"task"
1498854,"defect"
1498896,"task"
1498932,"defect"
1498934,"defect"
1498940,"defect"
1499000,"defect"
1499291,"defect"
1499315,"defect"
1499343,"defect"
1499363,"defect"
1499389,"defect"
1499513,"task"
1499540,"defect"
1499628,"defect"
1499685,"defect"
1499799,"task"
1500114,"defect"
1500274,"defect"
1500479,"enhancement"
1500924,"defect"
1501065,"task"
1502096,"defect"
1502179,"defect"
1502950,"defect"
1502977,"defect"
1503293,"defect"
1503323,"defect"
1503339,"task"
1503481,"task"
1503817,"defect"
1505119,"task"
1505898,"enhancement"
1506100,"defect"
1506608,"task"
1509906,"enhancement"
1510687,"task"
1511224,"task"
1512153,"task"
1512171,"task"
1512487,"task"
1512674,"task"
1514724,"task"
1514806,"task"
1514965,"task"
1515003,"enhancement"
1515082,"enhancement"
1515792,"defect"
1516186,"enhancement"
1516491,"defect"
1516524,"defect"
1516577,"enhancement"
1516951,"enhancement"
1517303,"task"
1517519,"task"
1517529,"task"
1517541,"defect"
1517607,"task"
1517635,"defect"
1517636,"enhancement"
1517725,"task"
1517915,"defect"
1518102,"defect"
1518234,"task"
1518239,"defect"
1518511,"enhancement"
1518569,"task"
1518570,"task"
1518572,"task"
1518575,"task"
1518630,"task"
1518639,"enhancement"
1518649,"enhancement"
1518664,"defect"
1518682,"defect"
1518700,"defect"
1518841,"enhancement"
1518843,"enhancement"
1518968,"task"
1518974,"defect"
1518979,"defect"
1519036,"enhancement"
1519040,"task"
1519042,"task"
1519083,"task"
1519105,"enhancement"
1519107,"task"
1519176,"task"
1519231,"task"
1519319,"task"
1519325,"task"
1519327,"task"
1519334,"task"
1519338,"task"
1519351,"defect"
1519373,"task"
1519376,"defect"
1519396,"defect"
1519399,"defect"
1519402,"task"
1519409,"task"
1519418,"defect"
1519419,"defect"
1519424,"task"
1519428,"defect"
1519577,"task"
1519636,"task"
1529419,"defect"
1529420,"defect"
1529422,"task"
1529423,"defect"
1529424,"task"
1529425,"task"
1529427,"task"
1529428,"task"
1529429,"task"
1529431,"task"
1529438,"task"
1529439,"task"
1529440,"task"
1529442,"task"
1529444,"task"
1529446,"defect"
1529448,"task"
1529449,"defect"
1529450,"defect"
1529452,"task"
1529453,"defect"
1529454,"defect"
1529456,"task"
1529457,"defect"
1529458,"task"
1529459,"task"
1529462,"task"
1529465,"defect"
1529468,"task"
1529469,"defect"
1529470,"defect"
1529471,"defect"
1529473,"defect"
1529475,"defect"
1529480,"defect"
1529481,"defect"
1529483,"defect"
1529486,"defect"
1529492,"defect"
1529496,"defect"
1529532,"task"
1529533,"task"
1529534,"task"
1529605,"enhancement"
1529695,"enhancement"
1529810,"task"
1529811,"task"
1529840,"task"
1530098,"task"
1530142,"task"
1530181,"task"
1530182,"task"
1530183,"task"
1530184,"defect"
1530185,"defect"
1530186,"defect"
1530209,"task"
1530212,"defect"
1530220,"defect"
1530227,"defect"
1530230,"defect"
1530234,"defect"
1530238,"task"
1530240,"defect"
1530241,"task"
1530242,"task"
1530266,"task"
1530905,"task"
1530906,"enhancement"
1530914,"defect"
1530917,"defect"
1531002,"defect"
1531003,"defect"
1531007,"task"
1531008,"task"
1531037,"defect"
1531080,"enhancement"
1531085,"task"
1531090,"enhancement"
1531100,"enhancement"
1531114,"task"
1531142,"defect"
1531168,"defect"
1531170,"defect"
1531171,"defect"
1531173,"task"
1531174,"enhancement"
1531175,"defect"
1531182,"defect"
1531183,"defect"
1531185,"defect"
1531186,"defect"
1531188,"defect"
1531189,"defect"
